ea7cadf376fd494fb98e78f5a5306972,1,，额色222色啊啊啊-.饿死我我晚上 哇数学，，，，，众互相学习那我问问色鬼v我问问色巫毒娃娃点题vvvv斧头帮是ds rcz7787*787857774休息休/#,#8息休息休息休息不xcszsfv 这是谁的伤人心啊7_自行车VC小，额色222色啊啊啊-.饿死我我晚上 哇数学，，，，，众互相学习那我问问色鬼v我问问色巫毒娃娃点题vvvv斧头帮是ds rcz7787*787857774休息休/#,#8息休息休息休息不xcszsfv 这是谁的伤人心啊7_自行车VC小0
2f3e53022a204242bd2623d69aac8353,0,“佳人”相伴，坐享其程，坐看雪景，圆满　　一般我们买车是因为有这个需求，考虑到家庭人员多，对车子乘坐空间和舒适性上，都是有比较高要求的。又加上自己做点小生意，生意往来有时候需要接待客户，所以最终决定买MPV的。在决定选择商务MPV的时候，也看过其他车型，但是最后是舒朗雅致的全新一代GL8征服了我。其实一开始只是想先看看而已，后来就当是去车展上多见识些车型，多了解这个市场而已。打算要是没有特别中意的就明年再买车。我原先在车展上看到的那些都是家轿，不然就是SUV，鲜少看到有MPV。最后还是偶然间看到了别克全新一代GL8，就被吸引住了。外观优雅，却是自带强大气场。觉得这样的豪华MPV，应该就是我想要的车型了。如今了解过后，真正入手GL8，希望生意会顺风顺水，发发发！  　　GL8是别克的招牌车型，也是市场上的传奇。一直都是MPV界的销量冠军，非常受欢迎。我提的是17款全新一代GL8旗舰型，整车造型感觉很好。  　　展翼型的进气格栅，立体动感。这个角度看，感受的更清楚。  　　GL8的造型，可以说是真的很年轻动感，但是又有家居气质。是一辆宜家宜商的“百搭”车型！  　　别克的LOGO，依然亮眼。  　　车身侧面看起来比老款的更加宽大，整体风格看起来更有冲击力。  　　17寸的豪华型铝合金轮毂，很有SUV的年轻动感气息。让原本的商务MPV，多了一丝年轻的朝气。我很喜欢这个大轮毂，是个抢镜的设计。  　　对置式门把手，这种前后门把整合式的设计，造型简单，但也很独特。让整辆车都充满新颖感和高级感。  　　车尾设计虽然不是很性感，但是有点正正方方的，辨识度还是相当高的。57颗LED构成的尾灯，双层展翼造型，视感很好。  　　外观舒朗雅致，内饰很豪华。整个内饰、中控面板和膝部以上接触区域，还有座椅，用的都是软包覆材质。纯手工缝制，工艺精湛。整体内饰感觉就是优雅又豪华，很有奢华感。  　　座椅表面用的是美国进口的高档公牛皮，舒适性高。  　　前排作为的手扶箱，尺寸很大。  　　第二排空调独立系统，操作方便。   　　宽大的座椅设计，坐着腿部放松舒适。活动空间大，完全可以当行动小会议室。  　　手扶箱后面，对着后排座椅设计了个临时储物格。  　　230V商务续航电源，笔记本电脑、手机都可以在这里充电。 　　最后再说说我的提车感想。从车子来说，我觉得若论优雅豪华的商务，必然非GL8莫属。这样的高端MPV，果然是坐享其成程，听到周围人的赞美看到羡慕的眼神我觉得我买GL8是买对了。每个人一生都要体验一次，豪华待遇的驾车体验的。延安最近有下雪，想着，下回接两个父母过来我就开着我的GL8去，顺便看看延安的雪景。 　　“佳人”相伴，坐享其程，坐看美景。嗯，很圆满！1
6dcc9f403e1b48a5a370dc1fdc21fc8e,0,ES28T 2899提车归来，找个车真不易　　想买红色一直没车，后来托人有台金色，今天早上赶紧去了还是晚了一步被人提走了，只剩一台白色，不犹豫，果断提走，一分钱也没优惠，全款提 　　准备后期加装真皮座椅，改方向盘，原厂太Low      　　小孩特别喜欢，以后自驾游就舒服了  　　最爱红色找不到车啊  1
e07a73f6b1834a91ac32faada7f0eb2c,0,V260L倒车雷达声音？　　倒车快撞上了，雷达才有声音，怎么解决？1
b8a776c63d254ff485671ae1a9381732,0,V260L后视镜迎宾灯不会亮！                       ?人?这个情况么？                                                 1
5a2822a81f434c6d8061c35d6e98e919,0,V260有一些隐藏还真实用，动力增强了很多 　　奔驰V260刷ECU，经过工程师针对性一对一特调升级后，马力提升55p，扭矩提升75nm，没刷之前车主说起步肉，加速迟钝，升级后问题都得到了解决，商务车也需要强劲的动力，不在小马拉大车，效果非常明显     　　这是升级的过程   　　油门轻松多了，跑起来车子更加的顺畅，因动力的增强，感觉车子轻快了许多，二次加速/超车更加给力1
fa6aa1b8105d421b91a2b8c48ef93cbc,0,别克GL8 2.5S可以加装GPS导航么？ 　　昨天去4S店看新到新代GL8 2.5S可惜让试驾但试驾全新代GL8 2.0T旗舰版就399,000.00元那款真分钱分货说说我几分钟驾驶感受无论动力提速还科技感空间内饰等方面都于2.5S但个人以为在子弹足情况新代GL8 2.5S家用也足矣 　　本人准备入手24.99万冰川银但2.5S全系款均带GPS导航4S导购讲他们给加装导航模块话需要8000元正在解该系加装导航具体情况（能否加装或者加装哪种品牌能与之匹配）知哪位车友知道买车之后后期如何自行加装导航……  　　这个就新代GL8 2.5S4S店里仅此辆风暴灰  　　这个就新代GL8 2.5S4S店里仅此辆风暴灰  　　这个就新代GL8 2.5S4S店里仅此辆风暴灰1
fba80d9367a345e783e9d050b67acfa2,1,别克GL8和大通G10，该怎么选　　这两款车，我相信是很多车友在选商务车的时候多少会做一些对比，无论从空间，动力，油耗，外观哥整车的品质等等等等来做一个综合对比！如果从选择品牌知名度来选，大通G10肯定输了，因为很少有人了解它，如果从性价比来说，别克GL8就输了，因为中高配车型可以选择更豪华的车！当然，一款新车型的上市必有它的市场定位和客户群体，现在的车友们都是专业人士，大多数的人会考虑性价比更高的车型～从论坛上查看各种测评，去实体店亲自试驾，从身边朋友了解实际用车感觉，最终总结出自己想要的车型！于是乎，本人也从自己的用车感受来做出一些小小的结论，朋友们觉得不合适的地方大可畅所欲言，这样我们才能帮更多的人选择一辆真正适合自己的车子！ 　　选择一辆MPV（商务车），当然乘坐的舒适性和空间是首选，不光是第一二排的座位空间，第三排的空间也是不可忽略的，要不然又有何选择七座的商务车呢？第二点：动力和操控性，澎湃的动力和百公里加速才能带给我们无穷的驾驶乐趣，前驱还是后驱，发动机的调教和技术，变速箱的匹配等起到了决定性的作用。第三：从安全方面出发，其实车子不是安全气囊越多越安全，真正驾车安全源于系好安全带，和车子的车身结构的设计，钢板的用料，各种防撞钢梁的配备，最关键就是按照交通规则行驶！第五：实际用车油耗，为什么放在最后，说句实在的既然能买得起这车，谁还承担不了这开车的有钱呢？都说CVT省油，如果车子重量超过两吨还能省吗？虽然涡轮增压维修成本高，但是它的技术也经过层层考验的，而且在油耗上也有明显的优势，也是未来的趋势哦。 0
51d77f084b454eb08bcf65b42e7188b2,0,国羽总教练李永波成为别克全新一代GL8 Avenir新车主　　这一刻 　　值得被光和影留住 　　庄重而奢华的大厅内 　　香槟醉人，鲜花点缀 　　熨衬托帖的西服在紫色的映衬下浪漫优雅 　　纯白手套小心翼翼的抚摸每一寸光芒闪耀 　　连空气都带着别克全新一代GL8Avenir的尊贵气息 　　环顾四周，每个角度都是全新的视觉享受 　　每一刻，都在期待下一刻的惊喜  　　3月23日，北京运通博雅展厅，带着些微细雨湿润的空气还有些寒意，别克全新一代GL8 Avenir的工作人员早已有条不紊的准备即将到来的忙碌，静置一旁的别克全新一代GL8 Avenir以红毯相盖却依然难掩芳华气度。今天，它将迎来新的主人，来自中国羽毛球总教练的李永波先生。   　　李永波，中国羽毛球队总教练， 从1993年执掌国羽至今，李永波担任国羽掌门人已经24年，在这24年中，中国队共获得18枚奥运金牌、44个世锦赛冠军、五次汤姆斯杯冠军、九次尤伯杯冠军、十次苏迪曼杯冠军、6个世界杯冠军，共获得92个世界冠军，在2012伦敦奥运会上，他带领国羽包揽五金创造了历史。  　　他曾缔造无数国羽神话，如今，他再次肩负国家重任征战世界巅峰。而这一次，他的征程将有别克全新一代GL8 Avenir的全新陪伴。在李永波先生接过车主证书和专属钥匙的那一刻起，告别过去的辉煌，展望未来的荣耀，和别克全新一代GL8 Avenir一起，超越经典，再创经典。  　　拥有别克全新一代GL8 Avenir，就拥有一位时刻陪伴身边的绅士管家。每一辆别克全新一代GL8 Avenir，都有私人订制化的专属意义。他的“别克关怀”专属服务无处不在，拥有专属私人车辆管家提供最专业的服务；从选购到每一次进店保养都有专属休息接待区；量身定制的一份6年12万公里车辆全生命周期私人养车计划。  　　别克全新一代GL8 Avenir，像一位来自中世纪高贵而优雅的伯爵友人。它带着贵族般的温柔亲近与你，它的尊贵毋庸置疑，每一细节都力求做到极致。别克全新一代GL8 Avenir专属立体网状格栅造型在形变与光变之间优雅过渡；独特的轮毂造型与腕表的表冠造型让时间和车辆有了灵魂和生命；神秘而高贵的伯爵紫优雅中带着祥瑞之气。  　　靠近它，就像进入未曾踏入的神秘古堡，每一角落都透着造物者精心打磨的痕迹，我们被经典引诱，一步步都是好奇。超级柔软的专属74oz长绒脚垫带来裸足的诱惑；暮光紫、晨曦金、惬意蓝三大色系所组成的18色顶部氛围灯光营造惬意；专属立体菱格纹内饰面板精准的游走于内饰间成为点睛之笔。  　　但别克全新一代GL8 Avenir的尊贵不是高高在上的触不可及，而是落于实地的铿锵有力。别克全新一代GL8 Avenir底盘悬架系统堪称全新一代GL8的最大亮点之一。采用MPV车型少有的四连杆独立后悬架和增强型前麦弗逊悬架提供了优异的吸振效果以及整车优良的操控性。这个世界容不下虚无缥缈止步不前的幻想，却存在搏出全力后美好前程的Avenir【未来】。即使路途艰险狼狈不堪，依然是高贵如历经磨炼涅槃重生的凤凰。  　　握笔写下新未来，在选择别克全新一代GL8 Avenir的那一刻，“坐享其程”才真正开始。未来可期，别克全新一代GL8 Avenir与你携手同行。 1
108bb959f318441283ceec227c754889,0,就服日系 sj简直就是无敌　　gl8评测一出 各种头条新闻各种刷很多钟爱日系的评车人也加入 各种喷 ，各种推荐塞纳，日系水军是厉害 丰田刹不住死了10几个人被水军吹没了，本田涨机油也和谐了真牛逼gl8碰撞不合格 塞纳就合格了，下面是塞纳碰撞 正了八经的进口 1
c57bd2ce9af54e9a98d19d64bc4d46c9,0,迈特威三千多公里就要换发动机了！　　很多人都在问我，今天我来说一下我车的情况，新车回来跑了一千多公里之后就跑了个高速，第二天从酒店出来上车一发动车子就出现抖动，接着就出现了故障的提醒标志，然后车子就在抖动当中熄火，此时此刻就懵逼了，也不敢再次点火，跟着就联系购车的四儿子店，四儿子店的员工还算不错及时上报了我车的问题，下午跟我联系了，让我找拖车拖回四儿子店，果断找了当地朋友联系了拖车拖回来了，拖车费等费用四儿子店也解决了，这点还是比较靠谱的。 　　经过两天的检测，拆件，四儿子店给我的答案：怀疑是凸轮轴支架的问题，然后给我车就更换了新的，我也没有追究下去，但是心里肯定是疑惑重重的，迈特威算是大众的标志性车型了这质量让我心里极度不爽，这中间方向也不准确，我要求店里也给我从新做了四轮定位，第四天我去四儿子店拿车回家，回家之后心里还是有点后怕的毕竟新车就更换了配件多少心里不爽。迈特威几乎就很少开了，放在车库里，一直到十二月二十八号下午四儿子店突然给我电话问了我很多这段时间的使用情况，我说从上次更换配件到现在也很少开，此时店里员工说让我把车开回店里，说可能是发动机的问题需要更换，我当时心里一万个！！擦你妹飘过！！！！ 　　啥也不说了，还是开去把，去了店里接待我的是大众的一个维修总监好像，说我车发动机可能有问题要更换，我说能不能给我个准确的答案，他说这两天大众总部会发函过来说明具体原因，我说车先放店里，有了具体问题再说，过来几天四儿子店给我电话说大众来了两个老外，我想应该是店里解决不了了，所以大众派来了老外，我立马开车去了店里，老外说迈特威发动机的使用材料有问题，翻译是这么说的，而且果断的说要求我更换发动机，我擦你妹的你说换就换，我说我要求换车，不然就退车，因为当时我兄弟跟我们当地这个店的副总关系不错也是找他帮忙提的车，所以我兄弟说算了，换就换吧，给我很多福利，我心想兄弟都这么说了，我还说啥，，得了，弄吧。 　　所以我想说的这个事大众迈特威我所了解的情况是有好多个车都有这个问题，这个问题大众没有官方的给出召回，而且也是极力的想掩埋这个问题。 　　我们作为使用者来说这无非又是一个悲剧。说实话迈特威是个不错的家庭用车，无论空间，油耗，还有四驱，Acc，软硬调节等等，都是对得起这个价格吧，只是大众没有对得起中国市场，没有重视中国市场，希望广大车友不要遇见此类情况，祝福你们，         　　从外地拖回来就开始各种检查了  　　检查问题  　　看着各种拆，擦他妹啊  　　一天了！！！！还没查出具体情况  　　哎！！心塞啊1
